InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538235,22622,BOX OF VINTAGE ALPHABET BLOCKS,23,09/26/2023 15:35,9.3,12061,Portugal
536491,20727,LUNCH BAG BLACK SKULL,16,08/24/2023 12:13,1.9,12216,Belgium
538059,47566,PARTY BUNTING,24,12/15/2023 18:32,5.51,12079,Netherlands
537124,23203,jumbo bag doily patterns,24,12/03/2023 10:01,2.19,12229,United Kingdom
538260,21755,LOVE BUILDING BLOCK WORD,19,12/28/2023 15:54,6.84,12030,France
C536555,23355,HOT WATER BOTTLE KEEP CALM,-19,11/20/2023 18:19,4.29,12039,United Kingdom
537914,22632,HAND WARMER RED POLKA DOT,10,04/15/2023 11:04,1.93,12156,United Kingdom
537929,22632,  Hand Warmer Red Polka Dot  ,19,07/26/2023 17:12,1.8,12117,United Kingdom
538477,23245,SET OF 3 REGENCY CAKE TINS,17,11/03/2023 16:19,5.22,,United Kingdom
537267,23355,hot water bottle keep calm,20,12/20/2023 16:06,3.72,12301,United Kingdom
538058,23245,SET OF 3 REGENCY CAKE TINS,11,05/30/2023 08:30,5.42,,Spain
538240,84406B,CREAM CUPID HEARTS COAT HANGER,12,08/07/2023 19:12,2.86,12245,France
538792,84879,ASSORTED COLOUR BIRD ORNAMENT,7,12/27/2023 19:31,1.92,12262,United Kingdom
538903,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,11/07/2023 08:28,4.08,12045,Germany
538597,23355,HOT WATER BOTTLE KEEP CALM,4,12/13/2023 13:59,3.83,12211,Portugal
538469,84406B,CREAM CUPID HEARTS COAT HANGER,17,09/02/2023 19:49,2.76,12313,Belgium
537532,84029E,red woolly hottie white heart,24,12/10/2023 10:54,4.07,,United Kingdom
536658,23298,SPACEBOY LUNCH BOX,7,07/28/2023 08:17,2.06,12224,United Kingdom
538296,23355,HOT WATER BOTTLE KEEP CALM,20,09/28/2023 11:18,3.7,12183,Netherlands
539126,22960,JAM MAKING SET WITH JARS,8,11/23/2023 12:36,4.18,12094,United Kingdom
538939,84406B,CREAM CUPID HEARTS COAT HANGER,16,12/22/2023 13:10,2.64,,United Kingdom
536415,23298,SPACEBOY LUNCH BOX,4,12/02/2023 08:18,1.95,12234,Ireland
537376,22748,POPPY'S PLAYHOUSE KITCHEN,8,12/01/2023 09:53,2.03,12035,United Kingdom
538415,22111,SCOTTIE DOG HOT WATER BOTTLE,1,03/27/2023 08:26,4.55,12040,Belgium
538943,21931,JUMBO STORAGE BAG SUKI,10,01/30/2023 15:31,2.25,12010,France
539222,23245,set of 3 regency cake tins,1,11/02/2023 17:18,5.31,12343,Netherlands
538365,21929,JUMBO BAG PINK POLKADOT,15,03/22/2023 16:23,2.24,12040,Belgium
536978,21777,RECIPE BOX WITH METAL HEART,22,12/15/2023 17:45,6.42,12342,Spain
537006,22622,BOX OF VINTAGE ALPHABET BLOCKS,22,03/01/2023 12:14,10.73,12045,Germany
538606,21471,  Travel Card Wallet Skull  ,22,12/16/2023 09:04,0.44,12226,United Kingdom
537048,22197,SMALL POPCORN HOLDER,6,11/16/2023 15:59,0.96,12212,  united kingdom
538168,84029E,RED WOOLLY HOTTIE WHITE HEART,2,02/18/2023 16:23,4.21,12094,United Kingdom
536430,20727,LUNCH BAG BLACK SKULL,18,02/11/2023 16:28,1.9,12126,Belgium
536839,47566,  Party Bunting  ,23,11/27/2023 18:57,5.6,,France
538137,22960,JAM MAKING SET WITH JARS,14,12/20/2023 10:00,4.23,12211,Portugal
538552,23203,JUMBO BAG DOILY PATTERNS,12,10/26/2023 13:50,2.29,12267,France
537121,23355,HOT WATER BOTTLE KEEP CALM,4,08/03/2023 10:36,4.39,12321,Australia
536949,22111,SCOTTIE DOG HOT WATER BOTTLE,19,01/21/2023 14:53,4.66,12174,Ireland
538595,47566,  Party Bunting  ,13,12/18/2023 13:04,4.49,12080,United Kingdom
537155, 84879 ,ASSORTED COLOUR BIRD ORNAMENT,4,08/01/2023 14:38,1.94,12033,United Kingdom
536478,22748,POPPY'S PLAYHOUSE KITCHEN,19,01/29/2023 11:36,2.19,12126,Belgium
536834,84879,ASSORTED COLOUR BIRD ORNAMENT,19,11/16/2023 16:42,1.58,12075,United Kingdom
537176,22960,JAM MAKING SET WITH JARS,3,12/11/2023 11:27,3.94,12104,Australia
538686,84406B,CREAM CUPID HEARTS COAT HANGER,20,08/19/2023 17:56,2.92,12345,United Kingdom
536522,AMAZONFEE,AMAZON FEE,1,11/07/2023 13:31,12.5,12182,United Kingdom
537805,23298,SPACEBOY LUNCH BOX,4,11/22/2023 13:28,1.8,12172,Germany
537835,20728,LUNCH BAG CARS BLUE,17,12/31/2023 09:37,1.81,12025,France
537929,22633,HAND WARMER UNION JACK,1,07/26/2023 17:12,1.88,12117,United Kingdom
538787,23203,JUMBO BAG DOILY PATTERNS,20,05/31/2023 15:56,2.36,12112,Germany
538164,84029E,RED WOOLLY HOTTIE WHITE HEART,10,09/30/2023 08:38,4.07,12338,Spain
539007,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,10/18/2023 16:03,2.65,12011,United Kingdom
537338,22625,RED KITCHEN SCALES,6,12/22/2023 12:12,9.71,12238,United Kingdom
536430,BANK CHARGES,BANK CHARGES,1,02/11/2023 16:28,15.0,12126,Belgium
537763,21754,HOME BUILDING BLOCK WORD,11,08/21/2023 09:11,5.83,12273,United Kingdom
538089,21777,RECIPE BOX WITH METAL HEART,20,09/24/2023 19:33,6.8,12262,United Kingdom
539084,20725,LUNCH BAG RED RETROSPOT,24,02/11/2023 11:31,1.64,12314,United Kingdom
537267,22633,HAND WARMER UNION JACK,12,12/20/2023 16:06,2.1,12301,United Kingdom
538150,22632,hand warmer red polka dot,22,11/12/2023 14:42,1.68,12215,United Kingdom
537901,21471,TRAVEL CARD WALLET SKULL,1,02/13/2023 09:48,0.46,12311,France
539141,DOT,DOTCOM POSTAGE,1,11/19/2023 17:37,15.0,12137,  united kingdom
539201, 23245 ,SET OF 3 REGENCY CAKE TINS,15,11/11/2023 16:14,5.09,12160,United Kingdom
537223,21754,HOME BUILDING BLOCK WORD,20,05/18/2023 15:21,6.72,12199,France
536717,22960,JAM MAKING SET WITH JARS,23,11/10/2023 18:56,4.6,12235,Italy
538505,84991,60 TEATIME FAIRY CAKE CASES,12,08/06/2023 13:45,0.78,12129,France
537869, 22748 ,POPPY'S PLAYHOUSE KITCHEN,24,03/23/2023 16:14,2.26,12111,  united kingdom
536902,20728,LUNCH BAG CARS BLUE,17,12/03/2023 13:24,1.83,12117,United Kingdom
537918,22748,  Poppy'S Playhouse Kitchen  ,14,07/23/2023 08:56,2.07,12018,Netherlands
537172,23203,JUMBO BAG DOILY PATTERNS,20,07/15/2023 10:54,2.19,12189,Germany
537250,20725,LUNCH BAG RED RETROSPOT,6,02/15/2023 18:42,1.57,12025,France
537017,22423,REGENCY CAKESTAND 3 TIER,1,11/15/2023 14:47,12.71,12129,France
538861,21471,TRAVEL CARD WALLET SKULL,8,11/25/2023 15:17,0.4,12289,Belgium
537578,84029E,RED WOOLLY HOTTIE WHITE HEART,8,04/16/2023 12:26,3.6,,Netherlands
537929,BANK CHARGES,BANK CHARGES,1,07/26/2023 17:12,15.0,12117,United Kingdom
538434,22625,RED KITCHEN SCALES,11,03/01/2023 12:15,8.92,12223,Ireland
537533,21754,HOME BUILDING BLOCK WORD,24,01/01/2023 09:06,5.41,12288,United Kingdom
537635, 84029G ,KNITTED UNION FLAG HOT WATER BOTTLE,21,06/10/2023 13:29,3.73,12208,United Kingdom
538698,22960,JAM MAKING SET WITH JARS,18,04/17/2023 15:27,4.26,12155,  united kingdom
536722, 23355 ,hot water bottle keep calm,12,04/21/2023 19:02,4.45,12139,Netherlands
537171,21931,JUMBO STORAGE BAG SUKI,10,05/14/2023 13:23,2.04,12331,Germany
537491,47566,PARTY BUNTING,1,04/11/2023 17:49,4.96,12067,United Kingdom
539083,20728,  Lunch Bag Cars Blue  ,22,11/18/2023 10:32,1.68,,United Kingdom
C537065,22752,SET 7 BABUSHKA NESTING BOXES,-3,06/03/2023 14:01,7.33,12271,France
539049,84029E,RED WOOLLY HOTTIE WHITE HEART,1,02/23/2023 12:00,4.11,12053,Belgium
536821,21931,JUMBO STORAGE BAG SUKI,6,07/24/2023 09:35,1.92,12154,Portugal
538437,47566,PARTY BUNTING,3,09/17/2023 15:24,4.59,12118,France
537662,21929,JUMBO BAG PINK POLKADOT,15,12/24/2023 08:10,2.05,12227,United Kingdom
536795,22625,RED KITCHEN SCALES,20,01/20/2023 16:09,9.3,12108,United Kingdom
537399,21754,  Home Building Block Word  ,10,10/22/2023 15:20,5.59,12036,UK
539010,84879,ASSORTED COLOUR BIRD ORNAMENT,11,12/17/2023 18:42,1.69,12320,Germany
538690,21754,home building block word,21,11/12/2023 17:45,6.24,12091,United Kingdom
538229,23245,SET OF 3 REGENCY CAKE TINS,3,06/29/2023 08:47,4.88,12161,France
537352,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,05/13/2023 08:22,4.2,12171,Belgium
538885,84879,ASSORTED COLOUR BIRD ORNAMENT,17,08/20/2023 08:10,1.71,12119,UK
537343,DOT,DOTCOM POSTAGE,1,11/12/2023 09:24,15.0,12161,France
537846,21471,TRAVEL CARD WALLET SKULL,17,11/23/2023 12:45,0.44,12040,Belgium
538198,71053,WHITE METAL LANTERN,8,02/04/2023 10:29,3.18,12266,Netherlands
536882,84879,  Assorted Colour Bird Ornament  ,11,12/13/2023 12:33,1.91,12060,United Kingdom
538061,71053,WHITE METAL LANTERN,4,08/07/2023 08:01,3.49,12225,U.K.
537424,DOT,DOTCOM POSTAGE,1,02/15/2023 16:16,15.0,12244,Germany
537953,21777,RECIPE BOX WITH METAL HEART,5,09/26/2023 17:56,6.45,12124,United Kingdom
537817,22752,SET 7 BABUSHKA NESTING BOXES,18,08/18/2023 08:21,8.54,12080,United Kingdom
538243,22423,REGENCY CAKESTAND 3 TIER,24,11/21/2023 14:19,12.18,12066,Ireland
538379,20727,LUNCH BAG BLACK SKULL,13,11/08/2023 12:51,1.56,12049,United Kingdom
536898, 21212 ,PACK OF 72 RETROSPOT CAKE CASES,9,11/12/2023 15:37,0.63,12095,Germany
538135,DOT,DOTCOM POSTAGE,1,02/16/2023 17:52,15.0,12104,Australia
537679,21755,LOVE BUILDING BLOCK WORD,22,12/01/2023 15:44,5.6,12073,United Kingdom
538222,22745,POPPY'S PLAYHOUSE BEDROOM,10,12/19/2023 19:30,2.16,12334,United Kingdom
538864,POST,POSTAGE,1,05/28/2023 18:49,18.0,12261,Spain
536431,22752,SET 7 BABUSHKA NESTING BOXES,1,08/04/2023 13:57,8.76,12069,United Kingdom
537205,22622,box of vintage alphabet blocks,1,11/22/2023 11:36,9.5,12136,Netherlands
C537065,22197,  Small Popcorn Holder  ,-23,06/03/2023 14:01,0.88,12271,France
536697,22423,REGENCY CAKESTAND 3 TIER,1,11/29/2023 18:04,12.18,12250,United Kingdom
539209, 20728 ,LUNCH BAG CARS BLUE,21,07/16/2023 16:17,1.9,,France
539119,22111,SCOTTIE DOG HOT WATER BOTTLE,9,11/03/2023 15:04,4.69,12195,Italy
537953,71053,WHITE METAL LANTERN,7,09/26/2023 17:56,3.63,12124,United Kingdom
538782,23298,SPACEBOY LUNCH BOX,7,12/22/2023 14:51,1.96,12291,United Kingdom
538534,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,11/23/2023 16:42,4.01,12298,United Kingdom
537946,21754,HOME BUILDING BLOCK WORD,21,01/11/2023 14:19,6.57,12230,United Kingdom
538193,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/13/2023 19:18,3.68,12234,Ireland
538737,21929,JUMBO BAG PINK POLKADOT,20,08/18/2023 17:36,2.01,12134,United Kingdom
538030,22625,RED KITCHEN SCALES,4,07/12/2023 18:27,9.62,12237,Germany
537298,21471,TRAVEL CARD WALLET SKULL,5,12/03/2023 11:44,0.47,12254,United Kingdom
536644,21755,  Love Building Block Word  ,22,08/29/2023 15:35,5.72,12337,Spain
538297,84879,ASSORTED COLOUR BIRD ORNAMENT,23,08/30/2023 08:10,1.77,12126,Belgium
539021,22748,POPPY'S PLAYHOUSE KITCHEN,5,08/03/2023 08:05,2.31,12310,Australia
537141,21212,PACK OF 72 RETROSPOT CAKE CASES,12,03/12/2023 17:35,0.55,12057,United Kingdom
538240,20725,LUNCH BAG RED RETROSPOT,18,08/07/2023 19:12,1.86,12245,France
538595,21755,LOVE BUILDING BLOCK WORD,13,12/18/2023 13:04,5.81,12080,United Kingdom
537876,23203,JUMBO BAG DOILY PATTERNS,22,10/25/2023 18:26,2.15,12084,Spain
538484,21931,JUMBO STORAGE BAG SUKI,7,09/30/2023 12:30,2.27,12106,United Kingdom
537250,71053,WHITE METAL LANTERN,4,02/15/2023 18:42,3.23,12025,France
536478,84991,60 TEATIME FAIRY CAKE CASES,4,01/29/2023 11:36,0.94,12126,Belgium
537665,20727,LUNCH BAG BLACK SKULL,21,11/06/2023 10:21,1.62,12141,Australia
C536875, 85123A ,WHITE HANGING HEART T-LIGHT HOLDER,-23,01/07/2023 08:54,2.63,12211,Portugal
539155,22633,HAND WARMER UNION JACK,11,08/04/2023 09:57,2.0,12310,Australia
538184,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,08/29/2023 12:06,0.0,12029,France
539134,84406B,CREAM CUPID HEARTS COAT HANGER,5,07/14/2023 16:11,2.96,12308,United Kingdom
539181,23298,SPACEBOY LUNCH BOX,12,02/18/2023 11:13,1.82,12076,United Kingdom
537001,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,02/11/2023 16:31,4.15,12160,UK
536635,22197,  Small Popcorn Holder  ,23,09/03/2023 13:19,0.8,12213,UK
537512, 22625 ,RED KITCHEN SCALES,6,03/20/2023 16:38,8.34,12025,France
537791,22752,SET 7 BABUSHKA NESTING BOXES,6,02/28/2023 14:11,8.21,12223,Ireland
536957,21931,JUMBO STORAGE BAG SUKI,13,09/17/2023 19:41,2.26,12008,Germany
537825,21730,  Glass Star Frosted T-Light Holder  ,13,12/14/2023 16:39,3.97,12192,Germany
538895,71053,WHITE METAL LANTERN,21,02/08/2023 19:40,3.87,12043,Netherlands
538070,21471,TRAVEL CARD WALLET SKULL,22,07/23/2023 14:58,0.42,12045,Germany
536622,22111,SCOTTIE DOG HOT WATER BOTTLE,6,11/27/2023 13:26,5.66,12011,United Kingdom
539210,DOT,DOTCOM POSTAGE,1,03/16/2023 16:46,15.0,12293,U.K.
537035,21471,TRAVEL CARD WALLET SKULL,24,11/09/2023 09:33,0.4,12024,UK
537742,22625,  Red Kitchen Scales  ,4,12/03/2023 18:38,8.31,12315,United Kingdom
536857,21777,RECIPE BOX WITH METAL HEART,8,04/21/2023 14:53,6.2,12260,Italy
536926,23203,JUMBO BAG DOILY PATTERNS,23,07/29/2023 13:41,2.37,12002,France
536987,21730,  Glass Star Frosted T-Light Holder  ,15,09/07/2023 13:39,4.33,12239,United Kingdom
537470,21931,JUMBO STORAGE BAG SUKI,3,05/11/2023 16:15,2.1,12190,Netherlands
537393,22423,REGENCY CAKESTAND 3 TIER,3,12/26/2023 12:53,11.89,,United Kingdom
538215,22745,POPPY'S PLAYHOUSE BEDROOM,23,06/30/2023 16:44,2.2,12339,  united kingdom
536529,71053,WHITE METAL LANTERN,9,03/02/2023 09:30,3.78,12019,France
538536,47566,PARTY BUNTING,4,05/14/2023 13:37,5.4,12055,United Kingdom
538068,AMAZONFEE,AMAZON FEE,1,05/22/2023 08:03,12.5,12347,United Kingdom
538091,BANK CHARGES,BANK CHARGES,1,12/03/2023 19:46,15.0,,Spain
538450,22625,RED KITCHEN SCALES,5,10/26/2023 08:27,8.22,12033,United Kingdom
537122,20727,LUNCH BAG BLACK SKULL,8,11/03/2023 17:08,1.76,12135,United Kingdom
538890,84879,ASSORTED COLOUR BIRD ORNAMENT,20,11/08/2023 16:40,1.77,12036,U.K.
537307,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,09/11/2023 12:50,2.36,12104,Australia
538690,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,11/12/2023 17:45,3.83,12091,United Kingdom
536806,71053,WHITE METAL LANTERN,3,05/14/2023 16:10,3.54,12295,United Kingdom
536806,23298,SPACEBOY LUNCH BOX,21,05/14/2023 16:10,2.06,12295,United Kingdom
536907,23298,SPACEBOY LUNCH BOX,4,06/11/2023 15:43,1.8,12106,United Kingdom
538087,21931,JUMBO STORAGE BAG SUKI,5,07/20/2023 14:38,2.04,12159,France
538444,22423,regency cakestand 3 tier,24,12/10/2023 17:00,11.95,12232,Belgium
537868,21777,  Recipe Box With Metal Heart  ,5,08/17/2023 17:17,5.76,12184,UK
538247,22632,HAND WARMER RED POLKA DOT,21,02/25/2023 18:11,1.9,12320,Germany
538229,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,06/29/2023 08:47,2.61,12161,France
537138,21212,PACK OF 72 RETROSPOT CAKE CASES,4,03/15/2023 11:57,0.56,12299,United Kingdom
C538242,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-21,11/05/2023 12:07,3.73,12184,United Kingdom
C539179,21929,JUMBO BAG PINK POLKADOT,-11,11/16/2023 19:18,2.26,12246,United Kingdom
537315,21777,RECIPE BOX WITH METAL HEART,19,11/19/2023 18:07,5.52,12299,United Kingdom
539114,21212,PACK OF 72 RETROSPOT CAKE CASES,11,03/03/2023 10:16,0.58,12162,United Kingdom
538609,20725,LUNCH BAG RED RETROSPOT,14,11/19/2023 13:03,1.52,12228,United Kingdom
536701,84879,ASSORTED COLOUR BIRD ORNAMENT,23,11/02/2023 15:03,1.55,12193,United Kingdom
537019,22625,red kitchen scales,1,12/22/2023 13:40,7.89,,Netherlands
C536875,71053,WHITE METAL LANTERN,-24,01/07/2023 08:54,3.55,12211,Portugal
536412,22745,POPPY'S PLAYHOUSE BEDROOM,1,09/15/2023 18:10,2.15,12320,Germany
536613,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,08/11/2023 12:21,3.68,12081,  united kingdom
537209,22632,HAND WARMER RED POLKA DOT,23,04/06/2023 09:16,2.11,12072,Australia
538038,84406B,CREAM CUPID HEARTS COAT HANGER,4,01/13/2023 15:10,2.96,,Spain
539194,23298,SPACEBOY LUNCH BOX,13,10/21/2023 10:36,1.76,12312,Netherlands
536642,21754,HOME BUILDING BLOCK WORD,5,04/30/2023 14:46,5.81,12173,United Kingdom
538508,84029E,RED WOOLLY HOTTIE WHITE HEART,15,05/01/2023 11:22,4.19,12060,United Kingdom
537055,22960,JAM MAKING SET WITH JARS,19,12/01/2023 14:37,4.06,12148,United Kingdom
537019,23298,SPACEBOY LUNCH BOX,18,12/22/2023 13:40,1.94,,Netherlands
538275,23298,  Spaceboy Lunch Box  ,19,09/13/2023 11:15,1.86,12327,Germany
538947,22748,POPPY'S PLAYHOUSE KITCHEN,2,03/01/2023 08:55,2.31,12217,Belgium
536371,22197,SMALL POPCORN HOLDER,22,07/15/2023 17:43,0.0,12087,Ireland
536887,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,15,04/08/2023 14:23,3.71,12177,United Kingdom
538229,AMAZONFEE,AMAZON FEE,1,06/29/2023 08:47,12.5,12161,France
536992,22748,POPPY'S PLAYHOUSE KITCHEN,23,11/13/2023 13:40,2.29,12001,United Kingdom
C538638,21931,jumbo storage bag suki,-22,03/10/2023 15:30,2.18,12171,Belgium
536755,22752,SET 7 BABUSHKA NESTING BOXES,14,12/19/2023 15:06,8.24,12053,Belgium
537072,23355,HOT WATER BOTTLE KEEP CALM,12,12/11/2023 14:24,3.74,12073,United Kingdom
538693, 23298 ,SPACEBOY LUNCH BOX,21,08/18/2023 13:22,2.12,12232,Belgium
539138,22752,SET 7 BABUSHKA NESTING BOXES,23,11/10/2023 08:33,8.15,12109,United Kingdom
538462,23203,JUMBO BAG DOILY PATTERNS,11,02/13/2023 11:17,2.08,12150,United Kingdom
537113,21777,RECIPE BOX WITH METAL HEART,2,12/06/2023 09:09,6.63,12145,United Kingdom
537271,84879,  Assorted Colour Bird Ornament  ,21,10/24/2023 16:41,1.52,12056,Netherlands
538650,23203,jumbo bag doily patterns,17,11/15/2023 15:10,2.27,12016,  united kingdom
537223,22625,RED KITCHEN SCALES,13,05/18/2023 15:21,8.29,12199,France
537697,84991,60 TEATIME FAIRY CAKE CASES,18,11/03/2023 15:02,0.94,12117,United Kingdom
536798,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,11/11/2023 18:52,2.37,12287,United Kingdom
536561,23355,HOT WATER BOTTLE KEEP CALM,13,05/11/2023 10:03,4.2,12009,United Kingdom
538847,22632,  Hand Warmer Red Polka Dot  ,6,06/27/2023 14:21,1.67,12321,Australia
538216,21929,JUMBO BAG PINK POLKADOT,12,11/28/2023 12:13,2.22,12300,United Kingdom
536967,22423,REGENCY CAKESTAND 3 TIER,3,11/27/2023 10:01,14.52,12082,Portugal
538683,20725,LUNCH BAG RED RETROSPOT,7,05/31/2023 09:13,1.57,12102,Portugal
536817,22960,JAM MAKING SET WITH JARS,11,02/22/2023 16:17,4.69,12033,United Kingdom
537470,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9,05/11/2023 16:15,4.0,12190,Netherlands
538839,21754,HOME BUILDING BLOCK WORD,7,07/24/2023 11:31,5.65,12341,United Kingdom
538188,22622,BOX OF VINTAGE ALPHABET BLOCKS,14,12/22/2023 16:49,10.82,12319,  united kingdom
536803,21777,RECIPE BOX WITH METAL HEART,12,10/06/2023 09:40,6.61,12053,Belgium
538056,84991,60 TEATIME FAIRY CAKE CASES,19,12/23/2023 13:34,0.81,12214,United Kingdom
536539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,12/16/2023 18:06,2.35,12050,Ireland
537649,22745,POPPY'S PLAYHOUSE BEDROOM,22,07/31/2023 13:24,1.99,12206,France
536857,84029E,RED WOOLLY HOTTIE WHITE HEART,16,04/21/2023 14:53,3.99,12260,Italy
536489, 21730 ,glass star frosted t-light holder,24,09/21/2023 10:04,4.71,12264,Italy
536375,DOT,DOTCOM POSTAGE,1,09/08/2023 17:26,15.0,12079,Netherlands
538830,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/08/2023 17:55,0.0,12034,Italy
538137,M,MANUAL,1,12/20/2023 10:00,5.0,12211,Portugal
537796, 21730 ,GLASS STAR FROSTED T-LIGHT HOLDER,9,12/18/2023 19:04,3.91,12069,United Kingdom
537603,22960,JAM MAKING SET WITH JARS,12,03/02/2023 18:47,4.03,12224,United Kingdom
536921,21212,PACK OF 72 RETROSPOT CAKE CASES,18,10/03/2023 09:51,0.53,12034,Italy
538464,22632,HAND WARMER RED POLKA DOT,24,12/16/2023 13:21,1.91,12307,United Kingdom
538733,DOT,DOTCOM POSTAGE,1,08/20/2023 14:47,15.0,12225,United Kingdom
538903,21777,RECIPE BOX WITH METAL HEART,17,11/07/2023 08:28,6.72,12045,Germany
C538353,21931,JUMBO STORAGE BAG SUKI,-10,06/15/2023 16:59,1.9,12083,United Kingdom
538744,22960,  Jam Making Set With Jars  ,20,04/24/2023 10:45,4.56,12271,France
537931,20725,LUNCH BAG RED RETROSPOT,1,11/02/2023 13:07,1.66,12022,United Kingdom
538670,47566,PARTY BUNTING,8,01/13/2023 12:20,5.61,12105,Ireland
538711, 23355 ,HOT WATER BOTTLE KEEP CALM,19,12/27/2023 15:48,4.54,,Australia
538090,22745,POPPY'S PLAYHOUSE BEDROOM,15,12/14/2023 09:18,2.15,12202,Netherlands
538145,21777,RECIPE BOX WITH METAL HEART,18,07/22/2023 09:46,6.51,12245,France
539165,21929,JUMBO BAG PINK POLKADOT,19,12/14/2023 16:10,1.88,12091,United Kingdom
537292,22622,BOX OF VINTAGE ALPHABET BLOCKS,9,03/06/2023 16:47,10.93,12168,United Kingdom
538745,22625,RED KITCHEN SCALES,3,11/25/2023 10:08,9.27,12003,United Kingdom
537943,23203,JUMBO BAG DOILY PATTERNS,4,09/28/2023 16:42,2.17,12331,Germany
539022,84029G,  Knitted Union Flag Hot Water Bottle  ,5,12/18/2023 09:49,4.26,12284,Germany
537346,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,02/20/2023 13:23,3.58,12190,Netherlands
536706,23245,SET OF 3 REGENCY CAKE TINS,3,11/12/2023 08:04,4.6,12192,Germany
537925, 47566 ,  Party Bunting  ,6,10/18/2023 17:28,5.41,12345,United Kingdom
538936,20727,LUNCH BAG BLACK SKULL,11,06/03/2023 14:58,1.76,12302,United Kingdom
538301,22625,RED KITCHEN SCALES,4,08/18/2023 13:36,8.23,12271,France
537735,21755,LOVE BUILDING BLOCK WORD,17,11/22/2023 17:37,6.11,12151,France
538799,21777,RECIPE BOX WITH METAL HEART,20,03/18/2023 12:04,6.69,12127,United Kingdom
538750,22745,  Poppy'S Playhouse Bedroom  ,13,05/15/2023 18:33,1.94,12080,UK
538873,POST,POSTAGE,1,12/05/2023 10:29,18.0,12033,United Kingdom
538415,22632,HAND WARMER RED POLKA DOT,8,03/27/2023 08:26,1.85,12040,Belgium
536987,84406B,CREAM CUPID HEARTS COAT HANGER,7,09/07/2023 13:39,2.69,12239,United Kingdom
538606,20727,lunch bag black skull,13,12/16/2023 09:04,1.85,12226,United Kingdom
536600,22632,HAND WARMER RED POLKA DOT,22,07/15/2023 14:34,1.72,12302,United Kingdom
538296,47566,PARTY BUNTING,22,09/28/2023 11:18,5.56,12183,Netherlands
536803,20727,LUNCH BAG BLACK SKULL,7,10/06/2023 09:40,1.74,12053,Belgium
537985,84991,60 TEATIME FAIRY CAKE CASES,17,01/26/2023 08:55,0.86,12142,United Kingdom
536913,71053,  White Metal Lantern  ,17,02/06/2023 14:16,3.58,12266,Netherlands
536471,22111,SCOTTIE DOG HOT WATER BOTTLE,24,12/03/2023 08:58,4.86,12251,United Kingdom
537533,84991,60 TEATIME FAIRY CAKE CASES,23,01/01/2023 09:06,0.91,12288,United Kingdom
536957,22423,REGENCY CAKESTAND 3 TIER,7,09/17/2023 19:41,12.79,12008,Germany
537356,22748,POPPY'S PLAYHOUSE KITCHEN,2,12/19/2023 16:00,2.11,,Germany
536429,84991,60 TEATIME FAIRY CAKE CASES,23,02/01/2023 18:07,0.79,12133,Ireland
538508,22960,JAM MAKING SET WITH JARS,11,05/01/2023 11:22,4.38,12060,United Kingdom
538002,22960,JAM MAKING SET WITH JARS,6,08/31/2023 16:10,4.7,12059,United Kingdom
539190,22423,REGENCY CAKESTAND 3 TIER,9,11/14/2023 09:37,12.25,12080,United Kingdom
538528, 22752 ,SET 7 BABUSHKA NESTING BOXES,2,08/02/2023 11:17,8.18,,France
537714,22111,SCOTTIE DOG HOT WATER BOTTLE,6,03/17/2023 15:15,4.95,12030,France
538950,47566,PARTY BUNTING,7,06/10/2023 14:57,5.35,12131,France
537138,22625,red kitchen scales,8,03/15/2023 11:57,7.99,12299,United Kingdom
537339,21929,JUMBO BAG PINK POLKADOT,24,12/23/2023 19:56,1.93,12223,Ireland
536741,23298,SPACEBOY LUNCH BOX,4,10/22/2023 17:04,2.03,12324,  united kingdom
537023,21212,PACK OF 72 RETROSPOT CAKE CASES,20,10/02/2023 17:20,0.55,12332,United Kingdom
536847,23203,  Jumbo Bag Doily Patterns  ,12,03/12/2023 09:28,2.19,12193,United Kingdom
C537144,22622,BOX OF VINTAGE ALPHABET BLOCKS,-4,10/26/2023 15:52,9.31,12341,United Kingdom
